fecha,tipo,departamento,dosis
2021-04-03,primera,Potosi,9920
2021-04-03,primera,Santa Cruz,50158
2021-04-03,primera,Tarija,12503
2021-04-03,segunda,Beni,5242
2021-04-03,segunda,Chuquisaca,10270
2021-04-03,segunda,Cochabamba,21075
2021-04-03,segunda,La Paz,27467
2021-04-03,segunda,Oruro,6762
2021-04-03,segunda,Pando,1701
2021-04-03,segunda,Potosi,5344
2021-04-03,segunda,Santa Cruz,31157
2021-04-03,segunda,Tarija,7674
2021-04-04,primera,Beni,11616
2021-04-04,primera,Chuquisaca,13655
2021-04-04,primera,Cochabamba,48453
2021-04-04,primera,La Paz,45476
2021-04-04,primera,Oruro,9271
2021-04-04,primera,Pando,4486
2021-04-04,primera,Potosi,9951
2021-04-04,primera,Santa Cruz,50592
2021-04-04,primera,Tarija,12503
2021-04-04,segunda,Beni,5242
2021-04-04,segunda,Chuquisaca,10282
2021-04-04,segunda,Cochabamba,21083
2021-04-04,segunda,La Paz,27791
2021-04-04,segunda,Oruro,6762
2021-04-04,segunda,Pando,1711
2021-04-04,segunda,Potosi,5359
2021-04-04,segunda,Santa Cruz,31167
2021-04-04,segunda,Tarija,7681
2021-04-05,primera,Beni,12725
2021-04-05,primera,Chuquisaca,13773
2021-04-05,primera,Cochabamba,52450
2021-04-05,primera,La Paz,46880
2021-04-05,primera,Oruro,9708
2021-04-05,primera,Pando,4877
2021-04-05,primera,Potosi,10467
2021-04-05,primera,Santa Cruz,52487
2021-04-05,primera,Tarija,12559
2021-04-05,segunda,Beni,5565
2021-04-05,segunda,Chuquisaca,10496
2021-04-05,segunda,Cochabamba,22430
2021-04-05,segunda,La Paz,29830
2021-04-05,segunda,Oruro,6960
2021-04-05,segunda,Pando,1819
2021-04-05,segunda,Potosi,5716
2021-04-05,segunda,Santa Cruz,32438
2021-04-05,segunda,Tarija,8453
2021-04-06,primera,Beni,14000
2021-04-06,primera,Chuquisaca,13971
2021-04-06,primera,Cochabamba,57183
2021-04-06,primera,La Paz,48345
2021-04-06,primera,Oruro,10420
2021-04-06,primera,Pando,5491
2021-04-06,primera,Potosi,11636
2021-04-06,primera,Santa Cruz,55735
2021-04-06,primera,Tarija,12775
2021-04-06,segunda,Beni,5669
2021-04-06,segunda,Chuquisaca,10714
2021-04-06,segunda,Cochabamba,23308
2021-04-06,segunda,La Paz,31096
2021-04-06,segunda,Oruro,7051
2021-04-06,segunda,Pando,1953
2021-04-06,segunda,Potosi,5874
2021-04-06,segunda,Santa Cruz,33550
2021-04-06,segunda,Tarija,9153
2021-04-07,primera,Beni,15185
2021-04-07,primera,Chuquisaca,14601
2021-04-07,primera,Cochabamba,61359
2021-04-07,primera,La Paz,50337
2021-04-07,primera,Oruro,12193
2021-04-07,primera,Pando,5993
2021-04-07,primera,Potosi,13265
2021-04-07,primera,Santa Cruz,59476
2021-04-07,primera,Tarija,13354
2021-04-07,segunda,Beni,5793
2021-04-07,segunda,Chuquisaca,11162
2021-04-07,segunda,Cochabamba,24277
2021-04-07,segunda,La Paz,32002
2021-04-07,segunda,Oruro,7155
2021-04-07,segunda,Pando,2012
2021-04-07,segunda,Potosi,6038
2021-04-07,segunda,Santa Cruz,34408
2021-04-07,segunda,Tarija,9845
2021-04-08,primera,Beni,16452
2021-04-08,primera,Chuquisaca,15469
2021-04-08,primera,Cochabamba,64915
2021-04-08,primera,La Paz,52756
2021-04-08,primera,Oruro,14343
2021-04-08,primera,Pando,6651
2021-04-08,primera,Potosi,16173
2021-04-08,primera,Santa Cruz,62404
2021-04-08,primera,Tarija,14569
2021-04-08,segunda,Beni,5936
2021-04-08,segunda,Chuquisaca,11610
2021-04-08,segunda,Cochabamba,25177
2021-04-08,segunda,La Paz,33050
2021-04-08,segunda,Oruro,7273
2021-04-08,segunda,Pando,2103
2021-04-08,segunda,Potosi,6277
2021-04-08,segunda,Santa Cruz,35356
2021-04-08,segunda,Tarija,10290
2021-04-09,primera,Beni,17728
2021-04-09,primera,Chuquisaca,16923
2021-04-09,primera,Cochabamba,67801
2021-04-09,primera,La Paz,55850
2021-04-09,primera,Oruro,16725
2021-04-09,primera,Pando,7345
2021-04-09,primera,Potosi,18667
2021-04-09,primera,Santa Cruz,65778
2021-04-09,primera,Tarija,15984
2021-04-09,segunda,Beni,6002
2021-04-09,segunda,Chuquisaca,11967
2021-04-09,segunda,Cochabamba,25787
2021-04-09,segunda,La Paz,34345
2021-04-09,segunda,Oruro,7357
2021-04-09,segunda,Pando,2137
2021-04-09,segunda,Potosi,6482
2021-04-09,segunda,Santa Cruz,36228
2021-04-09,segunda,Tarija,10736
2021-04-10,primera,Beni,17861
2021-04-10,primera,Chuquisaca,17143
2021-04-10,primera,Cochabamba,68510
2021-04-10,primera,La Paz,56865
2021-04-10,primera,Oruro,17530
2021-04-10,primera,Pando,7483
2021-04-10,primera,Potosi,19084
2021-04-10,primera,Santa Cruz,66235
2021-04-10,primera,Tarija,16293
2021-04-10,segunda,Beni,6011
2021-04-10,segunda,Chuquisaca,12018
2021-04-10,segunda,Cochabamba,25849
2021-04-10,segunda,La Paz,34509
2021-04-10,segunda,Oruro,7379
2021-04-10,segunda,Pando,2137
2021-04-10,segunda,Potosi,6551
2021-04-10,segunda,Santa Cruz,36257
2021-04-10,segunda,Tarija,10787
2021-04-11,primera,Beni,17907
2021-04-11,primera,Chuquisaca,17345
2021-04-11,primera,Cochabamba,68893
2021-04-11,primera,La Paz,57290
2021-04-11,primera,Oruro,18112
2021-04-11,primera,Pando,7563
2021-04-11,primera,Potosi,19162
2021-04-11,primera,Santa Cruz,66714
2021-04-11,primera,Tarija,16367
2021-04-11,segunda,Beni,6045
2021-04-11,segunda,Chuquisaca,12018
2021-04-11,segunda,Cochabamba,25880
2021-04-11,segunda,La Paz,34536
2021-04-11,segunda,Oruro,7380
2021-04-11,segunda,Pando,2146
2021-04-11,segunda,Potosi,6578
2021-04-11,segunda,Santa Cruz,36293
2021-04-11,segunda,Tarija,10789
2021-04-12,primera,Beni,18817
2021-04-12,primera,Chuquisaca,18156
2021-04-12,primera,Cochabamba,71100
2021-04-12,primera,La Paz,60740
2021-04-12,primera,Oruro,18791
2021-04-12,primera,Pando,7933
2021-04-12,primera,Potosi,19877
2021-04-12,primera,Santa Cruz,70452
2021-04-12,primera,Tarija,17125
2021-04-12,segunda,Beni,6176
2021-04-12,segunda,Chuquisaca,12235
2021-04-12,segunda,Cochabamba,26521
2021-04-12,segunda,La Paz,35155
2021-04-12,segunda,Oruro,7491
2021-04-12,segunda,Pando,2177
2021-04-12,segunda,Potosi,6809
2021-04-12,segunda,Santa Cruz,36847
2021-04-12,segunda,Tarija,11015
2021-04-13,primera,Beni,19892
2021-04-13,primera,Chuquisaca,18875
2021-04-13,primera,Cochabamba,73243
2021-04-13,primera,La Paz,64717
2021-04-13,primera,Oruro,19732
2021-04-13,primera,Pando,8523
2021-04-13,primera,Potosi,20729
2021-04-13,primera,Santa Cruz,73921
2021-04-13,primera,Tarija,18069
2021-04-13,segunda,Beni,6263
2021-04-13,segunda,Chuquisaca,12533
2021-04-13,segunda,Cochabamba,28009
2021-04-13,segunda,La Paz,35727
2021-04-13,segunda,Oruro,7660
2021-04-13,segunda,Pando,2228
2021-04-13,segunda,Potosi,7018
2021-04-13,segunda,Santa Cruz,37530
2021-04-13,segunda,Tarija,11227
2021-04-14,primera,Beni,20875
2021-04-14,primera,Chuquisaca,19905
2021-04-14,primera,Cochabamba,75297
2021-04-14,primera,La Paz,68589
2021-04-14,primera,Oruro,20576
2021-04-14,primera,Pando,9962
2021-04-14,primera,Potosi,21543
2021-04-14,primera,Santa Cruz,77537
2021-04-14,primera,Tarija,18853
2021-04-14,segunda,Beni,6376
2021-04-14,segunda,Chuquisaca,12843
2021-04-14,segunda,Cochabamba,30437
2021-04-14,segunda,La Paz,36538
2021-04-14,segunda,Oruro,7824
2021-04-14,segunda,Pando,2313
2021-04-14,segunda,Potosi,7269
2021-04-14,segunda,Santa Cruz,38279
2021-04-14,segunda,Tarija,11338
2021-04-15,primera,Beni,21882
2021-04-15,primera,Chuquisaca,21626
2021-04-15,primera,Cochabamba,77227
2021-04-15,primera,La Paz,72698
2021-04-15,primera,Oruro,21395
2021-04-15,primera,Pando,11381
2021-04-15,primera,Potosi,22290
2021-04-15,primera,Santa Cruz,81014
2021-04-15,primera,Tarija,19082
2021-04-15,segunda,Beni,6474
2021-04-15,segunda,Chuquisaca,13135
2021-04-15,segunda,Cochabamba,33396
2021-04-15,segunda,La Paz,37312
2021-04-15,segunda,Oruro,8001
2021-04-15,segunda,Pando,2403
2021-04-15,segunda,Potosi,7534
2021-04-15,segunda,Santa Cruz,39206
2021-04-15,segunda,Tarija,11359
2021-04-16,primera,Beni,22910
2021-04-16,primera,Chuquisaca,22831
2021-04-16,primera,Cochabamba,78766
2021-04-16,primera,La Paz,77338
2021-04-16,primera,Oruro,22257
2021-04-16,primera,Pando,12689
2021-04-16,primera,Potosi,23047
2021-04-16,primera,Santa Cruz,86029
2021-04-16,primera,Tarija,19466
2021-04-16,segunda,Beni,6650
2021-04-16,segunda,Chuquisaca,13305
2021-04-16,segunda,Cochabamba,36588
2021-04-16,segunda,La Paz,38212
2021-04-16,segunda,Oruro,8217
2021-04-16,segunda,Pando,2537
2021-04-16,segunda,Potosi,7786
2021-04-16,segunda,Santa Cruz,40283
2021-04-16,segunda,Tarija,11585
2021-04-17,primera,Beni,23029
2021-04-17,primera,Chuquisaca,24294
2021-04-17,primera,Cochabamba,79009
2021-04-17,primera,La Paz,78373
2021-04-17,primera,Oruro,23410
2021-04-17,primera,Pando,13227
2021-04-17,primera,Potosi,23201
2021-04-17,primera,Santa Cruz,86371
2021-04-17,primera,Tarija,19569
2021-04-17,segunda,Beni,6670
2021-04-17,segunda,Chuquisaca,13307
2021-04-17,segunda,Cochabamba,36892
2021-04-17,segunda,La Paz,38422
2021-04-17,segunda,Oruro,8241
2021-04-17,segunda,Pando,2550
2021-04-17,segunda,Potosi,7815
2021-04-17,segunda,Santa Cruz,40342
2021-04-17,segunda,Tarija,11652
2021-04-18,primera,Beni,23086
2021-04-18,primera,Chuquisaca,24701
2021-04-18,primera,Cochabamba,79226
2021-04-18,primera,La Paz,78773
2021-04-18,primera,Oruro,24196
2021-04-18,primera,Pando,13432
2021-04-18,primera,Potosi,23343
2021-04-18,primera,Santa Cruz,86799
2021-04-18,primera,Tarija,19583
2021-04-18,segunda,Beni,6678
2021-04-18,segunda,Chuquisaca,13307
2021-04-18,segunda,Cochabamba,36943
2021-04-18,segunda,La Paz,38513
2021-04-18,segunda,Oruro,8242
2021-04-18,segunda,Pando,2552
2021-04-18,segunda,Potosi,7844
2021-04-18,segunda,Santa Cruz,40342
2021-04-18,segunda,Tarija,11670
2021-04-19,primera,Beni,24126
2021-04-19,primera,Chuquisaca,25488
2021-04-19,primera,Cochabamba,80272
2021-04-19,primera,La Paz,82619
2021-04-19,primera,Oruro,24628
2021-04-19,primera,Pando,14712
2021-04-19,primera,Potosi,23795
2021-04-19,primera,Santa Cruz,90180
2021-04-19,primera,Tarija,20069
2021-04-19,segunda,Beni,6761
2021-04-19,segunda,Chuquisaca,13425
2021-04-19,segunda,Cochabamba,39171
2021-04-19,segunda,La Paz,39442
2021-04-19,segunda,Oruro,8337
2021-04-19,segunda,Pando,2608
2021-04-19,segunda,Potosi,8013
2021-04-19,segunda,Santa Cruz,42002
2021-04-19,segunda,Tarija,11746
2021-04-20,primera,Beni,25571
2021-04-20,primera,Chuquisaca,26531
2021-04-20,primera,Cochabamba,81786
2021-04-20,primera,La Paz,87229
2021-04-20,primera,Oruro,24948
2021-04-20,primera,Pando,15757
2021-04-20,primera,Potosi,24329
2021-04-20,primera,Santa Cruz,93117
2021-04-20,primera,Tarija,20819
2021-04-20,segunda,Beni,6883
2021-04-20,segunda,Chuquisaca,13480
2021-04-20,segunda,Cochabamba,40635
2021-04-20,segunda,La Paz,40619
2021-04-20,segunda,Oruro,8456
2021-04-20,segunda,Pando,2667
2021-04-20,segunda,Potosi,8340
2021-04-20,segunda,Santa Cruz,44221
2021-04-20,segunda,Tarija,11823
2021-04-21,primera,Beni,26781
2021-04-21,primera,Chuquisaca,27463
2021-04-21,primera,Cochabamba,83122
2021-04-21,primera,La Paz,91518
2021-04-21,primera,Oruro,25009
2021-04-21,primera,Pando,16825
2021-04-21,primera,Potosi,24846
2021-04-21,primera,Santa Cruz,96503
2021-04-21,primera,Tarija,21576
2021-04-21,segunda,Beni,6980
2021-04-21,segunda,Chuquisaca,13572
2021-04-21,segunda,Cochabamba,41405
2021-04-21,segunda,La Paz,41704
2021-04-21,segunda,Oruro,8723
2021-04-21,segunda,Pando,2701
2021-04-21,segunda,Potosi,8636
2021-04-21,segunda,Santa Cruz,47107
2021-04-21,segunda,Tarija,11895
2021-04-22,primera,Beni,28058
2021-04-22,primera,Chuquisaca,28010
2021-04-22,primera,Cochabamba,85512
2021-04-22,primera,La Paz,96144
2021-04-22,primera,Oruro,26709
2021-04-22,primera,Pando,18022
2021-04-22,primera,Potosi,25308
2021-04-22,primera,Santa Cruz,100428
2021-04-22,primera,Tarija,22947
2021-04-22,segunda,Beni,7166
2021-04-22,segunda,Chuquisaca,13698
2021-04-22,segunda,Cochabamba,42306
2021-04-22,segunda,La Paz,42861
2021-04-22,segunda,Oruro,8874
2021-04-22,segunda,Pando,2717
2021-04-22,segunda,Potosi,8987
2021-04-22,segunda,Santa Cruz,50050
2021-04-22,segunda,Tarija,11997
2021-04-23,primera,Beni,29929
2021-04-23,primera,Chuquisaca,31665
2021-04-23,primera,Cochabamba,88322
2021-04-23,primera,La Paz,101417
2021-04-23,primera,Oruro,30613
2021-04-23,primera,Pando,19468
2021-04-23,primera,Potosi,26456
2021-04-23,primera,Santa Cruz,104522
2021-04-23,primera,Tarija,24251
2021-04-23,segunda,Beni,7198
2021-04-23,segunda,Chuquisaca,13723
2021-04-23,segunda,Cochabamba,42517
2021-04-23,segunda,La Paz,43210
2021-04-23,segunda,Oruro,8926
2021-04-23,segunda,Pando,2752
2021-04-23,segunda,Potosi,9086
2021-04-23,segunda,Santa Cruz,50963
2021-04-23,segunda,Tarija,12100
2021-04-24,primera,Beni,30090
2021-04-24,primera,Chuquisaca,34027
2021-04-24,primera,Cochabamba,88621
2021-04-24,primera,La Paz,102595
2021-04-24,primera,Oruro,33413
2021-04-24,primera,Pando,20579
2021-04-24,primera,Potosi,26896
2021-04-24,primera,Santa Cruz,105194
2021-04-24,primera,Tarija,24408
2021-04-24,segunda,Beni,7209
2021-04-24,segunda,Chuquisaca,13725
2021-04-24,segunda,Cochabamba,42567
2021-04-24,segunda,La Paz,43277
2021-04-24,segunda,Oruro,8964
2021-04-24,segunda,Pando,2753
2021-04-24,segunda,Potosi,9165
2021-04-24,segunda,Santa Cruz,51022
2021-04-24,segunda,Tarija,12108
2021-04-25,primera,Beni,30127
2021-04-25,primera,Chuquisaca,34200
2021-04-25,primera,Cochabamba,88796
2021-04-25,primera,La Paz,103457
2021-04-25,primera,Oruro,35005
2021-04-25,primera,Pando,20767
2021-04-25,primera,Potosi,27413
2021-04-25,primera,Santa Cruz,105389
2021-04-25,primera,Tarija,24432
2021-04-25,segunda,Beni,7211
2021-04-25,segunda,Chuquisaca,13732
2021-04-25,segunda,Cochabamba,42601
2021-04-25,segunda,La Paz,43388
2021-04-25,segunda,Oruro,8974
2021-04-25,segunda,Pando,2758
2021-04-25,segunda,Potosi,9230
2021-04-25,segunda,Santa Cruz,51022
2021-04-25,segunda,Tarija,12108
2021-04-26,primera,Beni,32253
2021-04-26,primera,Chuquisaca,37085
2021-04-26,primera,Cochabamba,91597
2021-04-26,primera,La Paz,107322
2021-04-26,primera,Oruro,35715
2021-04-26,primera,Pando,22236
2021-04-26,primera,Potosi,28685
2021-04-26,primera,Santa Cruz,109633
2021-04-26,primera,Tarija,25969
2021-04-26,segunda,Beni,7361
2021-04-26,segunda,Chuquisaca,13816
2021-04-26,segunda,Cochabamba,44967
2021-04-26,segunda,La Paz,44636
2021-04-26,segunda,Oruro,9162
2021-04-26,segunda,Pando,2766
2021-04-26,segunda,Potosi,9838
2021-04-26,segunda,Santa Cruz,53439
2021-04-26,segunda,Tarija,12174
2021-04-27,primera,Beni,34455
2021-04-27,primera,Chuquisaca,40758
2021-04-27,primera,Cochabamba,94317
2021-04-27,primera,La Paz,115600
2021-04-27,primera,Oruro,36073
2021-04-27,primera,Pando,24242
2021-04-27,primera,Potosi,29570
2021-04-27,primera,Santa Cruz,113903
2021-04-27,primera,Tarija,28040
2021-04-27,segunda,Beni,7829
2021-04-27,segunda,Chuquisaca,13927
2021-04-27,segunda,Cochabamba,47327
2021-04-27,segunda,La Paz,46128
2021-04-27,segunda,Oruro,9584
2021-04-27,segunda,Pando,2788
2021-04-27,segunda,Potosi,10777
2021-04-27,segunda,Santa Cruz,55247
2021-04-27,segunda,Tarija,12381
2021-04-28,primera,Beni,36460
2021-04-28,primera,Chuquisaca,43774
2021-04-28,primera,Cochabamba,98608
2021-04-28,primera,La Paz,125140
2021-04-28,primera,Oruro,36222
2021-04-28,primera,Pando,26304
2021-04-28,primera,Potosi,30304
2021-04-28,primera,Santa Cruz,120726
2021-04-28,primera,Tarija,29933
2021-04-28,segunda,Beni,8411
2021-04-28,segunda,Chuquisaca,14346
2021-04-28,segunda,Cochabamba,48837
2021-04-28,segunda,La Paz,47880
2021-04-28,segunda,Oruro,10265
2021-04-28,segunda,Pando,2816
2021-04-28,segunda,Potosi,11802
2021-04-28,segunda,Santa Cruz,57548
2021-04-28,segunda,Tarija,12668
2021-04-29,primera,Beni,38117
2021-04-29,primera,Chuquisaca,46138
2021-04-29,primera,Cochabamba,103509
2021-04-29,primera,La Paz,134074
2021-04-29,primera,Oruro,36331
2021-04-29,primera,Pando,27258
2021-04-29,primera,Potosi,31256
2021-04-29,primera,Santa Cruz,128491
2021-04-29,primera,Tarija,31645
2021-04-29,segunda,Beni,9153
2021-04-29,segunda,Chuquisaca,14853
2021-04-29,segunda,Cochabamba,49981
2021-04-29,segunda,La Paz,49256
2021-04-29,segunda,Oruro,11173
2021-04-29,segunda,Pando,2884
2021-04-29,segunda,Potosi,12770
2021-04-29,segunda,Santa Cruz,59382
2021-04-29,segunda,Tarija,13051
2021-04-30,primera,Beni,40364
2021-04-30,primera,Chuquisaca,48024
2021-04-30,primera,Cochabamba,109207
2021-04-30,primera,La Paz,144447
2021-04-30,primera,Oruro,36382
2021-04-30,primera,Pando,28501
2021-04-30,primera,Potosi,32580
2021-04-30,primera,Santa Cruz,137510
2021-04-30,primera,Tarija,33519
2021-04-30,segunda,Beni,9826
2021-04-30,segunda,Chuquisaca,17712
2021-04-30,segunda,Cochabamba,50958
2021-04-30,segunda,La Paz,51526
2021-04-30,segunda,Oruro,12064
2021-04-30,segunda,Pando,2924
2021-04-30,segunda,Potosi,13660
2021-04-30,segunda,Santa Cruz,61953
2021-04-30,segunda,Tarija,13485
2021-05-01,primera,Beni,40565
2021-05-01,primera,Chuquisaca,48900
2021-05-01,primera,Cochabamba,109593
2021-05-01,primera,La Paz,145590
2021-05-01,primera,Oruro,36404
2021-05-01,primera,Pando,28764
2021-05-01,primera,Potosi,33007
2021-05-01,primera,Santa Cruz,137880
2021-05-01,primera,Tarija,33897
2021-05-01,segunda,Beni,9899
2021-05-01,segunda,Chuquisaca,15797
2021-05-01,segunda,Cochabamba,51043
2021-05-01,segunda,La Paz,52018
2021-05-01,segunda,Oruro,12465
2021-05-01,segunda,Pando,2969
2021-05-01,segunda,Potosi,13700
2021-05-01,segunda,Santa Cruz,62131
2021-05-01,segunda,Tarija,13527
2021-05-02,primera,Beni,40609
2021-05-02,primera,Chuquisaca,49566
2021-05-02,primera,Cochabamba,109884
2021-05-02,primera,La Paz,146069
2021-05-02,primera,Oruro,36404
2021-05-02,primera,Pando,28855
2021-05-02,primera,Potosi,33116
2021-05-02,primera,Santa Cruz,138013
2021-05-02,primera,Tarija,33920
2021-05-02,segunda,Beni,9937
2021-05-02,segunda,Chuquisaca,15815
2021-05-02,segunda,Cochabamba,51180
2021-05-02,segunda,La Paz,52373
2021-05-02,segunda,Oruro,12876
2021-05-02,segunda,Pando,2972
2021-05-02,segunda,Potosi,13862
2021-05-02,segunda,Santa Cruz,62188
2021-05-02,segunda,Tarija,13553
2021-05-03,primera,Beni,41392
2021-05-03,primera,Chuquisaca,50960
2021-05-03,primera,Cochabamba,113785
2021-05-03,primera,La Paz,153410
2021-05-03,primera,Oruro,36413
2021-05-03,primera,Pando,29209
2021-05-03,primera,Potosi,33954
2021-05-03,primera,Santa Cruz,144159
2021-05-03,primera,Tarija,34412
2021-05-03,segunda,Beni,10375
2021-05-03,segunda,Chuquisaca,16211
2021-05-03,segunda,Cochabamba,52076
2021-05-03,segunda,La Paz,53760
2021-05-03,segunda,Oruro,13291
2021-05-03,segunda,Pando,3009
2021-05-03,segunda,Potosi,14281
2021-05-03,segunda,Santa Cruz,63967
2021-05-03,segunda,Tarija,13899
2021-05-04,primera,Beni,42603
2021-05-04,primera,Chuquisaca,52506
2021-05-04,primera,Cochabamba,120092
2021-05-04,primera,La Paz,157293
2021-05-04,primera,Oruro,37763
2021-05-04,primera,Pando,29481
2021-05-04,primera,Potosi,34846
2021-05-04,primera,Santa Cruz,152947
2021-05-04,primera,Tarija,35510
2021-05-04,segunda,Beni,10963
2021-05-04,segunda,Chuquisaca,16819
2021-05-04,segunda,Cochabamba,52932
2021-05-04,segunda,La Paz,54900
2021-05-04,segunda,Oruro,13650
2021-05-04,segunda,Pando,3035
2021-05-04,segunda,Potosi,14789
2021-05-04,segunda,Santa Cruz,65363
2021-05-04,segunda,Tarija,14371
2021-05-05,primera,Beni,43911
2021-05-05,primera,Chuquisaca,53563
2021-05-05,primera,Cochabamba,127498
2021-05-05,primera,La Paz,163500
2021-05-05,primera,Oruro,39119
2021-05-05,primera,Pando,29720
2021-05-05,primera,Potosi,35850
2021-05-05,primera,Santa Cruz,160242
2021-05-05,primera,Tarija,36230
2021-05-05,segunda,Beni,11582
2021-05-05,segunda,Chuquisaca,17366
2021-05-05,segunda,Cochabamba,53310
2021-05-05,segunda,La Paz,55939
2021-05-05,segunda,Oruro,13970
2021-05-05,segunda,Pando,3082
2021-05-05,segunda,Potosi,15295
2021-05-05,segunda,Santa Cruz,66623
2021-05-05,segunda,Tarija,14619
2021-05-06,primera,Beni,44954
2021-05-06,primera,Chuquisaca,54466
2021-05-06,primera,Cochabamba,131774
2021-05-06,primera,La Paz,172068
2021-05-06,primera,Oruro,39345
2021-05-06,primera,Pando,29905
2021-05-06,primera,Potosi,36448
2021-05-06,primera,Santa Cruz,164341
2021-05-06,primera,Tarija,36939
2021-05-06,segunda,Beni,12014
2021-05-06,segunda,Chuquisaca,17826
2021-05-06,segunda,Cochabamba,53739
2021-05-06,segunda,La Paz,56755
2021-05-06,segunda,Oruro,14184
2021-05-06,segunda,Pando,3128
2021-05-06,segunda,Potosi,15895
2021-05-06,segunda,Santa Cruz,68003
2021-05-06,segunda,Tarija,14762
2021-05-07,primera,Beni,46806
2021-05-07,primera,Chuquisaca,55222
2021-05-07,primera,Cochabamba,132498
2021-05-07,primera,La Paz,180576
2021-05-07,primera,Oruro,39359
2021-05-07,primera,Pando,30056
2021-05-07,primera,Potosi,37704
2021-05-07,primera,Santa Cruz,168324
2021-05-07,primera,Tarija,37649
2021-05-07,segunda,Beni,12662
2021-05-07,segunda,Chuquisaca,18076
2021-05-07,segunda,Cochabamba,54108
2021-05-07,segunda,La Paz,58142
2021-05-07,segunda,Oruro,14465
2021-05-07,segunda,Pando,3201
2021-05-07,segunda,Potosi,16316
2021-05-07,segunda,Santa Cruz,70224
2021-05-07,segunda,Tarija,14912
2021-05-08,primera,Beni,48101
2021-05-08,primera,Chuquisaca,55513
2021-05-08,primera,Cochabamba,132629
2021-05-08,primera,La Paz,182362
2021-05-08,primera,Oruro,39360
2021-05-08,primera,Pando,30103
2021-05-08,primera,Potosi,38141
2021-05-08,primera,Santa Cruz,169188
2021-05-08,primera,Tarija,37908
2021-05-08,segunda,Beni,12832
2021-05-08,segunda,Chuquisaca,18333
2021-05-08,segunda,Cochabamba,54236
2021-05-08,segunda,La Paz,58726
2021-05-08,segunda,Oruro,14776
2021-05-08,segunda,Pando,3225
2021-05-08,segunda,Potosi,16445
2021-05-08,segunda,Santa Cruz,70478
2021-05-08,segunda,Tarija,14940
2021-05-09,primera,Beni,48160
2021-05-09,primera,Chuquisaca,55661
2021-05-09,primera,Cochabamba,132634
2021-05-09,primera,La Paz,182631
2021-05-09,primera,Oruro,39360
2021-05-09,primera,Pando,30121
2021-05-09,primera,Potosi,38358
2021-05-09,primera,Santa Cruz,169318
2021-05-09,primera,Tarija,37919
2021-05-09,segunda,Beni,12857
2021-05-09,segunda,Chuquisaca,18405
2021-05-09,segunda,Cochabamba,54270
2021-05-09,segunda,La Paz,58971
2021-05-09,segunda,Oruro,14856
2021-05-09,segunda,Pando,3230
2021-05-09,segunda,Potosi,16579
2021-05-09,segunda,Santa Cruz,70531
2021-05-09,segunda,Tarija,14957
2021-05-10,primera,Beni,49746
2021-05-10,primera,Chuquisaca,56086
2021-05-10,primera,Cochabamba,132961
2021-05-10,primera,La Paz,183711
2021-05-10,primera,Oruro,39359
2021-05-10,primera,Pando,30227
2021-05-10,primera,Potosi,39510
2021-05-10,primera,Santa Cruz,171552
2021-05-10,primera,Tarija,38506
2021-05-10,segunda,Beni,13357
2021-05-10,segunda,Chuquisaca,18629
2021-05-10,segunda,Cochabamba,54594
2021-05-10,segunda,La Paz,60156
2021-05-10,segunda,Oruro,15005
2021-05-10,segunda,Pando,3259
2021-05-10,segunda,Potosi,17004
2021-05-10,segunda,Santa Cruz,72171
2021-05-10,segunda,Tarija,15148
2021-05-11,primera,Beni,51862
2021-05-11,primera,Chuquisaca,56381
2021-05-11,primera,Cochabamba,133328
2021-05-11,primera,La Paz,184738
2021-05-11,primera,Oruro,39360
2021-05-11,primera,Pando,30341
2021-05-11,primera,Potosi,40697
2021-05-11,primera,Santa Cruz,173099
2021-05-11,primera,Tarija,39033
2021-05-11,segunda,Beni,13847
2021-05-11,segunda,Chuquisaca,18922
2021-05-11,segunda,Cochabamba,54713
2021-05-11,segunda,La Paz,61442
2021-05-11,segunda,Oruro,15224
2021-05-11,segunda,Pando,3291
2021-05-11,segunda,Potosi,17333
2021-05-11,segunda,Santa Cruz,73510
2021-05-11,segunda,Tarija,15298
2021-05-12,primera,Beni,53200
2021-05-12,primera,Chuquisaca,56807
2021-05-12,primera,Cochabamba,133718
2021-05-12,primera,La Paz,185639
2021-05-12,primera,Oruro,39360
2021-05-12,primera,Pando,30378
2021-05-12,primera,Potosi,41829
2021-05-12,primera,Santa Cruz,173892
2021-05-12,primera,Tarija,39702
2021-05-12,segunda,Beni,14007
2021-05-12,segunda,Chuquisaca,19096
2021-05-12,segunda,Cochabamba,54898
2021-05-12,segunda,La Paz,62609
2021-05-12,segunda,Oruro,15326
2021-05-12,segunda,Pando,3302
2021-05-12,segunda,Potosi,17716
2021-05-12,segunda,Santa Cruz,74136
2021-05-12,segunda,Tarija,15512
2021-05-13,primera,Beni,54820
2021-05-13,primera,Chuquisaca,56817
2021-05-13,primera,Cochabamba,143754
2021-05-13,primera,La Paz,191764
2021-05-13,primera,Oruro,39360
2021-05-13,primera,Pando,30531
2021-05-13,primera,Potosi,43082
2021-05-13,primera,Santa Cruz,176813
2021-05-13,primera,Tarija,39973
2021-05-13,segunda,Beni,14421
2021-05-13,segunda,Chuquisaca,19192
2021-05-13,segunda,Cochabamba,55114
2021-05-13,segunda,La Paz,63574
2021-05-13,segunda,Oruro,15396
2021-05-13,segunda,Pando,3352
