fecha,tipo,departamento,dosis
2021-02-25,segunda,Beni,43
2021-02-25,segunda,Chuquisaca,299
2021-02-25,segunda,Cochabamba,1320
2021-02-25,segunda,La Paz,1918
2021-02-25,segunda,Oruro,281
2021-02-25,segunda,Pando,439
2021-02-25,segunda,Potosi,265
2021-02-25,segunda,Santa Cruz,1664
2021-02-25,segunda,Tarija,401
2021-02-28,primera,Beni,603
2021-02-28,primera,Chuquisaca,881
2021-02-28,primera,Cochabamba,1674
2021-02-28,primera,La Paz,2033
2021-02-28,primera,Oruro,715
2021-02-28,primera,Pando,550
2021-02-28,primera,Potosi,826
2021-02-28,primera,Santa Cruz,2218
2021-02-28,primera,Tarija,825
2021-02-28,segunda,Beni,237
2021-02-28,segunda,Chuquisaca,524
2021-02-28,segunda,Cochabamba,1320
2021-02-28,segunda,La Paz,1918
2021-02-28,segunda,Oruro,487
2021-02-28,segunda,Pando,515
2021-02-28,segunda,Potosi,365
2021-02-28,segunda,Santa Cruz,1664
2021-02-28,segunda,Tarija,672
2021-03-02,primera,Beni,603
2021-03-02,primera,Chuquisaca,881
2021-03-02,primera,Cochabamba,1674
2021-03-02,primera,La Paz,2033
2021-03-02,primera,Oruro,715
2021-03-02,primera,Pando,550
2021-03-02,primera,Potosi,826
2021-03-02,primera,Santa Cruz,2218
2021-03-02,primera,Tarija,825
2021-03-02,segunda,Beni,469
2021-03-02,segunda,Chuquisaca,767
2021-03-02,segunda,Cochabamba,1625
2021-03-02,segunda,La Paz,1918
2021-03-02,segunda,Oruro,697
2021-03-02,segunda,Pando,515
2021-03-02,segunda,Potosi,566
2021-03-02,segunda,Santa Cruz,1810
2021-03-02,segunda,Tarija,795
2021-03-03,primera,Beni,603
2021-03-03,primera,Chuquisaca,881
2021-03-03,primera,Cochabamba,1674
2021-03-03,primera,La Paz,2033
2021-03-03,primera,Oruro,715
2021-03-03,primera,Pando,550
2021-03-03,primera,Potosi,826
2021-03-03,primera,Santa Cruz,2218
2021-03-03,primera,Tarija,825
2021-03-03,segunda,Beni,473
2021-03-03,segunda,Chuquisaca,767
2021-03-03,segunda,Cochabamba,1661
2021-03-03,segunda,La Paz,1918
2021-03-03,segunda,Oruro,697
2021-03-03,segunda,Pando,515
2021-03-03,segunda,Potosi,647
2021-03-03,segunda,Santa Cruz,2062
2021-03-03,segunda,Tarija,800
2021-03-04,primera,Beni,603
2021-03-04,primera,Chuquisaca,881
2021-03-04,primera,Cochabamba,1674
2021-03-04,primera,La Paz,2033
2021-03-04,primera,Oruro,715
2021-03-04,primera,Pando,550
2021-03-04,primera,Potosi,826
2021-03-04,primera,Santa Cruz,2218
2021-03-04,primera,Tarija,825
2021-03-04,segunda,Beni,479
2021-03-04,segunda,Chuquisaca,789
2021-03-04,segunda,Cochabamba,1664
2021-03-04,segunda,La Paz,1918
2021-03-04,segunda,Oruro,699
2021-03-04,segunda,Pando,515
2021-03-04,segunda,Potosi,696
2021-03-04,segunda,Santa Cruz,2140
2021-03-04,segunda,Tarija,800
2021-03-05,primera,Beni,603
2021-03-05,primera,Chuquisaca,881
2021-03-05,primera,Cochabamba,1674
2021-03-05,primera,La Paz,2033
2021-03-05,primera,Oruro,715
2021-03-05,primera,Pando,550
2021-03-05,primera,Potosi,826
2021-03-05,primera,Santa Cruz,2218
2021-03-05,primera,Tarija,825
2021-03-05,segunda,Beni,486
2021-03-05,segunda,Chuquisaca,823
2021-03-05,segunda,Cochabamba,1664
2021-03-05,segunda,La Paz,1918
2021-03-05,segunda,Oruro,700
2021-03-05,segunda,Pando,523
2021-03-05,segunda,Potosi,721
2021-03-05,segunda,Santa Cruz,2147
2021-03-05,segunda,Tarija,803
2021-03-06,primera,Beni,4861
2021-03-06,primera,Chuquisaca,8577
2021-03-06,primera,Cochabamba,16364
2021-03-06,primera,La Paz,23147
2021-03-06,primera,Oruro,6149
2021-03-06,primera,Pando,1553
2021-03-06,primera,Potosi,4995
2021-03-06,primera,Santa Cruz,24235
2021-03-06,primera,Tarija,6516
2021-03-06,segunda,Beni,486
2021-03-06,segunda,Chuquisaca,823
2021-03-06,segunda,Cochabamba,1664
2021-03-06,segunda,La Paz,1918
2021-03-06,segunda,Oruro,700
2021-03-06,segunda,Pando,523
2021-03-06,segunda,Potosi,721
2021-03-06,segunda,Santa Cruz,2147
2021-03-06,segunda,Tarija,803
2021-03-07,primera,Beni,4921
2021-03-07,primera,Chuquisaca,8629
2021-03-07,primera,Cochabamba,16435
2021-03-07,primera,La Paz,23589
2021-03-07,primera,Oruro,6151
2021-03-07,primera,Pando,1553
2021-03-07,primera,Potosi,5028
2021-03-07,primera,Santa Cruz,24295
2021-03-07,primera,Tarija,6519
2021-03-07,segunda,Beni,486
2021-03-07,segunda,Chuquisaca,823
2021-03-07,segunda,Cochabamba,1664
2021-03-07,segunda,La Paz,1918
2021-03-07,segunda,Oruro,700
2021-03-07,segunda,Pando,523
2021-03-07,segunda,Potosi,721
2021-03-07,segunda,Santa Cruz,2147
2021-03-07,segunda,Tarija,803
2021-03-08,primera,Beni,5170
2021-03-08,primera,Chuquisaca,8961
2021-03-08,primera,Cochabamba,17494
2021-03-08,primera,La Paz,24431
2021-03-08,primera,Oruro,6436
2021-03-08,primera,Pando,1602
2021-03-08,primera,Potosi,5197
2021-03-08,primera,Santa Cruz,26242
2021-03-08,primera,Tarija,6703
2021-03-08,segunda,Beni,507
2021-03-08,segunda,Chuquisaca,823
2021-03-08,segunda,Cochabamba,1664
2021-03-08,segunda,La Paz,1918
2021-03-08,segunda,Oruro,700
2021-03-08,segunda,Pando,528
2021-03-08,segunda,Potosi,740
2021-03-08,segunda,Santa Cruz,2147
2021-03-08,segunda,Tarija,803
2021-03-09,primera,Beni,5448
2021-03-09,primera,Chuquisaca,9272
2021-03-09,primera,Cochabamba,18542
2021-03-09,primera,La Paz,25568
2021-03-09,primera,Oruro,6611
2021-03-09,primera,Pando,1674
2021-03-09,primera,Potosi,5603
2021-03-09,primera,Santa Cruz,29448
2021-03-09,primera,Tarija,7044
2021-03-09,segunda,Beni,510
2021-03-09,segunda,Chuquisaca,823
2021-03-09,segunda,Cochabamba,1664
2021-03-09,segunda,La Paz,1918
2021-03-09,segunda,Oruro,700
2021-03-09,segunda,Pando,528
2021-03-09,segunda,Potosi,774
2021-03-09,segunda,Santa Cruz,2148
2021-03-09,segunda,Tarija,805
2021-03-10,primera,Beni,5719
2021-03-10,primera,Chuquisaca,9721
2021-03-10,primera,Cochabamba,20285
2021-03-10,primera,La Paz,27254
2021-03-10,primera,Oruro,6821
2021-03-10,primera,Pando,1759
2021-03-10,primera,Potosi,6035
2021-03-10,primera,Santa Cruz,31858
2021-03-10,primera,Tarija,7559
2021-03-10,segunda,Beni,510
2021-03-10,segunda,Chuquisaca,823
2021-03-10,segunda,Cochabamba,1664
2021-03-10,segunda,La Paz,1918
2021-03-10,segunda,Oruro,700
2021-03-10,segunda,Pando,528
2021-03-10,segunda,Potosi,776
2021-03-10,segunda,Santa Cruz,2154
2021-03-10,segunda,Tarija,805
2021-03-11,primera,Beni,5881
2021-03-11,primera,Chuquisaca,10247
2021-03-11,primera,Cochabamba,21453
2021-03-11,primera,La Paz,28436
2021-03-11,primera,Oruro,6966
2021-03-11,primera,Pando,1828
2021-03-11,primera,Potosi,6321
2021-03-11,primera,Santa Cruz,33224
2021-03-11,primera,Tarija,7992
2021-03-11,segunda,Beni,511
2021-03-11,segunda,Chuquisaca,861
2021-03-11,segunda,Cochabamba,1664
2021-03-11,segunda,La Paz,1918
2021-03-11,segunda,Oruro,700
2021-03-11,segunda,Pando,528
2021-03-11,segunda,Potosi,788
2021-03-11,segunda,Santa Cruz,2158
2021-03-11,segunda,Tarija,810
2021-03-12,primera,Beni,6016
2021-03-12,primera,Chuquisaca,10676
2021-03-12,primera,Cochabamba,22558
2021-03-12,primera,La Paz,29585
2021-03-12,primera,Oruro,7109
2021-03-12,primera,Pando,1966
2021-03-12,primera,Potosi,6596
2021-03-12,primera,Santa Cruz,34211
2021-03-12,primera,Tarija,8482
2021-03-12,segunda,Beni,511
2021-03-12,segunda,Chuquisaca,869
2021-03-12,segunda,Cochabamba,1664
2021-03-12,segunda,La Paz,1918
2021-03-12,segunda,Oruro,700
2021-03-12,segunda,Pando,532
2021-03-12,segunda,Potosi,788
2021-03-12,segunda,Santa Cruz,2159
2021-03-12,segunda,Tarija,810
2021-03-13,primera,Beni,6022
2021-03-13,primera,Chuquisaca,10723
2021-03-13,primera,Cochabamba,22732
2021-03-13,primera,La Paz,29871
2021-03-13,primera,Oruro,7109
2021-03-13,primera,Pando,1974
2021-03-13,primera,Potosi,6596
2021-03-13,primera,Santa Cruz,34241
2021-03-13,primera,Tarija,8568
2021-03-13,segunda,Beni,511
2021-03-13,segunda,Chuquisaca,869
2021-03-13,segunda,Cochabamba,1664
2021-03-13,segunda,La Paz,1918
2021-03-13,segunda,Oruro,700
2021-03-13,segunda,Pando,532
2021-03-13,segunda,Potosi,788
2021-03-13,segunda,Santa Cruz,2159
2021-03-13,segunda,Tarija,810
2021-03-14,primera,Beni,6022
2021-03-14,primera,Chuquisaca,10762
2021-03-14,primera,Cochabamba,22822
2021-03-14,primera,La Paz,30149
2021-03-14,primera,Oruro,7109
2021-03-14,primera,Pando,1974
2021-03-14,primera,Potosi,6603
2021-03-14,primera,Santa Cruz,34258
2021-03-14,primera,Tarija,8568
2021-03-14,segunda,Beni,511
2021-03-14,segunda,Chuquisaca,869
2021-03-14,segunda,Cochabamba,1664
2021-03-14,segunda,La Paz,1918
2021-03-14,segunda,Oruro,700
2021-03-14,segunda,Pando,532
2021-03-14,segunda,Potosi,788
2021-03-14,segunda,Santa Cruz,2159
2021-03-14,segunda,Tarija,810
2021-03-15,primera,Beni,6172
2021-03-15,primera,Chuquisaca,10913
2021-03-15,primera,Cochabamba,23429
2021-03-15,primera,La Paz,31210
2021-03-15,primera,Oruro,7221
2021-03-15,primera,Pando,2088
2021-03-15,primera,Potosi,6796
2021-03-15,primera,Santa Cruz,35021
2021-03-15,primera,Tarija,8964
2021-03-15,segunda,Beni,550
2021-03-15,segunda,Chuquisaca,869
2021-03-15,segunda,Cochabamba,1664
2021-03-15,segunda,La Paz,1918
2021-03-15,segunda,Oruro,706
2021-03-15,segunda,Pando,532
2021-03-15,segunda,Potosi,788
2021-03-15,segunda,Santa Cruz,2159
2021-03-15,segunda,Tarija,810
2021-03-16,primera,Beni,6303
2021-03-16,primera,Chuquisaca,11166
2021-03-16,primera,Cochabamba,24375
2021-03-16,primera,La Paz,32567
2021-03-16,primera,Oruro,7273
2021-03-16,primera,Pando,2123
2021-03-16,primera,Potosi,6971
2021-03-16,primera,Santa Cruz,35892
2021-03-16,primera,Tarija,9362
2021-03-16,segunda,Beni,550
2021-03-16,segunda,Chuquisaca,869
2021-03-16,segunda,Cochabamba,1664
2021-03-16,segunda,La Paz,1918
2021-03-16,segunda,Oruro,706
2021-03-16,segunda,Pando,532
2021-03-16,segunda,Potosi,799
2021-03-16,segunda,Santa Cruz,2159
2021-03-16,segunda,Tarija,810
2021-03-17,primera,Beni,6435
2021-03-17,primera,Chuquisaca,11599
2021-03-17,primera,Cochabamba,25442
2021-03-17,primera,La Paz,33655
2021-03-17,primera,Oruro,7344
2021-03-17,primera,Pando,2199
2021-03-17,primera,Potosi,7164
2021-03-17,primera,Santa Cruz,36578
2021-03-17,primera,Tarija,10116
2021-03-17,segunda,Beni,594
2021-03-17,segunda,Chuquisaca,869
2021-03-17,segunda,Cochabamba,1664
2021-03-17,segunda,La Paz,1918
2021-03-17,segunda,Oruro,706
2021-03-17,segunda,Pando,532
2021-03-17,segunda,Potosi,809
2021-03-17,segunda,Santa Cruz,2159
2021-03-17,segunda,Tarija,810
2021-03-18,primera,Beni,6592
2021-03-18,primera,Chuquisaca,12086
2021-03-18,primera,Cochabamba,26126
2021-03-18,primera,La Paz,34558
2021-03-18,primera,Oruro,7450
2021-03-18,primera,Pando,2313
2021-03-18,primera,Potosi,7416
2021-03-18,primera,Santa Cruz,37537
2021-03-18,primera,Tarija,10738
2021-03-18,segunda,Beni,597
2021-03-18,segunda,Chuquisaca,869
2021-03-18,segunda,Cochabamba,1664
2021-03-18,segunda,La Paz,1919
2021-03-18,segunda,Oruro,846
2021-03-18,segunda,Pando,532
2021-03-18,segunda,Potosi,810
2021-03-18,segunda,Santa Cruz,3046
2021-03-18,segunda,Tarija,846
2021-03-19,primera,Beni,6636
2021-03-19,primera,Chuquisaca,12293
2021-03-19,primera,Cochabamba,28861
2021-03-19,primera,La Paz,35465
2021-03-19,primera,Oruro,7529
2021-03-19,primera,Pando,2338
2021-03-19,primera,Potosi,7529
2021-03-19,primera,Santa Cruz,38312
2021-03-19,primera,Tarija,11082
2021-03-19,segunda,Beni,597
2021-03-19,segunda,Chuquisaca,1637
2021-03-19,segunda,Cochabamba,1664
2021-03-19,segunda,La Paz,2938
2021-03-19,segunda,Oruro,1987
2021-03-19,segunda,Pando,532
2021-03-19,segunda,Potosi,819
2021-03-19,segunda,Santa Cruz,5711
2021-03-19,segunda,Tarija,1054
2021-03-20,primera,Beni,6666
2021-03-20,primera,Chuquisaca,12340
2021-03-20,primera,Cochabamba,26963
2021-03-20,primera,La Paz,35589
2021-03-20,primera,Oruro,7607
2021-03-20,primera,Pando,2338
2021-03-20,primera,Potosi,7555
2021-03-20,primera,Santa Cruz,38316
2021-03-20,primera,Tarija,11214
2021-03-20,segunda,Beni,645
2021-03-20,segunda,Chuquisaca,1864
2021-03-20,segunda,Cochabamba,1664
2021-03-20,segunda,La Paz,3275
2021-03-20,segunda,Oruro,2924
2021-03-20,segunda,Pando,532
2021-03-20,segunda,Potosi,819
2021-03-20,segunda,Santa Cruz,5763
2021-03-20,segunda,Tarija,1086
2021-03-21,primera,Beni,6698
2021-03-21,primera,Chuquisaca,12350
2021-03-21,primera,Cochabamba,27018
2021-03-21,primera,La Paz,35628
2021-03-21,primera,Oruro,7668
2021-03-21,primera,Pando,2338
2021-03-21,primera,Potosi,7572
2021-03-21,primera,Santa Cruz,38316
2021-03-21,primera,Tarija,11387
2021-03-21,segunda,Beni,645
2021-03-21,segunda,Chuquisaca,1973
2021-03-21,segunda,Cochabamba,1664
2021-03-21,segunda,La Paz,3425
2021-03-21,segunda,Oruro,3574
2021-03-21,segunda,Pando,532
2021-03-21,segunda,Potosi,819
2021-03-21,segunda,Santa Cruz,5763
2021-03-21,segunda,Tarija,1107
2021-03-22,primera,Beni,6772
2021-03-22,primera,Chuquisaca,12504
2021-03-22,primera,Cochabamba,27614
2021-03-22,primera,La Paz,36625
2021-03-22,primera,Oruro,7803
2021-03-22,primera,Pando,2375
2021-03-22,primera,Potosi,7693
2021-03-22,primera,Santa Cruz,39000
2021-03-22,primera,Tarija,11566
2021-03-22,segunda,Beni,823
2021-03-22,segunda,Chuquisaca,3262
2021-03-22,segunda,Cochabamba,1978
2021-03-22,segunda,La Paz,6068
2021-03-22,segunda,Oruro,4458
2021-03-22,segunda,Pando,751
2021-03-22,segunda,Potosi,939
2021-03-22,segunda,Santa Cruz,8198
2021-03-22,segunda,Tarija,1758
2021-03-23,primera,Beni,6879
2021-03-23,primera,Chuquisaca,12742
2021-03-23,primera,Cochabamba,29162
2021-03-23,primera,La Paz,37388
2021-03-23,primera,Oruro,7938
2021-03-23,primera,Pando,2419
2021-03-23,primera,Potosi,7851
2021-03-23,primera,Santa Cruz,39757
2021-03-23,primera,Tarija,11826
2021-03-23,segunda,Beni,1336
2021-03-23,segunda,Chuquisaca,5553
2021-03-23,segunda,Cochabamba,4191
2021-03-23,segunda,La Paz,10444
2021-03-23,segunda,Oruro,4931
2021-03-23,segunda,Pando,906
2021-03-23,segunda,Potosi,1384
2021-03-23,segunda,Santa Cruz,10415
2021-03-23,segunda,Tarija,2982
2021-03-24,primera,Beni,6998
2021-03-24,primera,Chuquisaca,12959
2021-03-24,primera,Cochabamba,31661
2021-03-24,primera,La Paz,38185
2021-03-24,primera,Oruro,8096
2021-03-24,primera,Pando,2511
2021-03-24,primera,Potosi,8068
2021-03-24,primera,Santa Cruz,40458
2021-03-24,primera,Tarija,11968
2021-03-24,segunda,Beni,1966
2021-03-24,segunda,Chuquisaca,7202
2021-03-24,segunda,Cochabamba,7689
2021-03-24,segunda,La Paz,14336
2021-03-24,segunda,Oruro,5201
2021-03-24,segunda,Pando,1009
2021-03-24,segunda,Potosi,2167
2021-03-24,segunda,Santa Cruz,13937
2021-03-24,segunda,Tarija,3790
2021-03-25,primera,Beni,7097
2021-03-25,primera,Chuquisaca,13093
2021-03-25,primera,Cochabamba,34754
2021-03-25,primera,La Paz,39037
2021-03-25,primera,Oruro,8386
2021-03-25,primera,Pando,2660
2021-03-25,primera,Potosi,8272
2021-03-25,primera,Santa Cruz,41403
2021-03-25,primera,Tarija,12035
2021-03-25,segunda,Beni,2792
2021-03-25,segunda,Chuquisaca,8158
2021-03-25,segunda,Cochabamba,11199
2021-03-25,segunda,La Paz,16936
2021-03-25,segunda,Oruro,5490
2021-03-25,segunda,Pando,1185
2021-03-25,segunda,Potosi,3131
2021-03-25,segunda,Santa Cruz,17734
2021-03-25,segunda,Tarija,4816
2021-03-26,primera,Beni,7290
2021-03-26,primera,Chuquisaca,13278
2021-03-26,primera,Cochabamba,38143
2021-03-26,primera,La Paz,39887
2021-03-26,primera,Oruro,8537
2021-03-26,primera,Pando,2786
2021-03-26,primera,Potosi,8564
2021-03-26,primera,Santa Cruz,42645
2021-03-26,primera,Tarija,12134
2021-03-26,segunda,Beni,3902
2021-03-26,segunda,Chuquisaca,8646
2021-03-26,segunda,Cochabamba,14673
2021-03-26,segunda,La Paz,19843
2021-03-26,segunda,Oruro,5802
2021-03-26,segunda,Pando,1288
2021-03-26,segunda,Potosi,3998
2021-03-26,segunda,Santa Cruz,22134
2021-03-26,segunda,Tarija,5621
2021-03-27,primera,Beni,8056
2021-03-27,primera,Chuquisaca,13293
2021-03-27,primera,Cochabamba,38515
2021-03-27,primera,La Paz,40116
2021-03-27,primera,Oruro,8555
2021-03-27,primera,Pando,2786
2021-03-27,primera,Potosi,8622
2021-03-27,primera,Santa Cruz,42669
2021-03-27,primera,Tarija,12187
2021-03-27,segunda,Beni,4095
2021-03-27,segunda,Chuquisaca,8693
2021-03-27,segunda,Cochabamba,15460
2021-03-27,segunda,La Paz,20371
2021-03-27,segunda,Oruro,5871
2021-03-27,segunda,Pando,1294
2021-03-27,segunda,Potosi,4147
2021-03-27,segunda,Santa Cruz,22478
2021-03-27,segunda,Tarija,5906
2021-03-28,primera,Beni,8059
2021-03-28,primera,Chuquisaca,13293
2021-03-28,primera,Cochabamba,38603
2021-03-28,primera,La Paz,40217
2021-03-28,primera,Oruro,8555
2021-03-28,primera,Pando,2810
2021-03-28,primera,Potosi,8632
2021-03-28,primera,Santa Cruz,42813
2021-03-28,primera,Tarija,12187
2021-03-28,segunda,Beni,4185
2021-03-28,segunda,Chuquisaca,8708
2021-03-28,segunda,Cochabamba,15530
2021-03-28,segunda,La Paz,20565
2021-03-28,segunda,Oruro,5871
2021-03-28,segunda,Pando,1294
2021-03-28,segunda,Potosi,4174
2021-03-28,segunda,Santa Cruz,22480
2021-03-28,segunda,Tarija,5911
2021-03-29,primera,Beni,8811
2021-03-29,primera,Chuquisaca,13375
2021-03-29,primera,Cochabamba,40727
2021-03-29,primera,La Paz,41146
2021-03-29,primera,Oruro,8648
2021-03-29,primera,Pando,2855
2021-03-29,primera,Potosi,8826
2021-03-29,primera,Santa Cruz,43887
2021-03-29,primera,Tarija,12209
2021-03-29,segunda,Beni,4537
2021-03-29,segunda,Chuquisaca,9004
2021-03-29,segunda,Cochabamba,16456
2021-03-29,segunda,La Paz,22467
2021-03-29,segunda,Oruro,6200
2021-03-29,segunda,Pando,1389
2021-03-29,segunda,Potosi,4568
2021-03-29,segunda,Santa Cruz,24600
2021-03-29,segunda,Tarija,6105
2021-03-30,primera,Beni,9302
2021-03-30,primera,Chuquisaca,13446
2021-03-30,primera,Cochabamba,43424
2021-03-30,primera,La Paz,42561
2021-03-30,primera,Oruro,8779
2021-03-30,primera,Pando,2888
2021-03-30,primera,Potosi,9051
2021-03-30,primera,Santa Cruz,45214
2021-03-30,primera,Tarija,12320
2021-03-30,segunda,Beni,4826
2021-03-30,segunda,Chuquisaca,9252
2021-03-30,segunda,Cochabamba,17701
2021-03-30,segunda,La Paz,23971
2021-03-30,segunda,Oruro,6435
2021-03-30,segunda,Pando,1480
2021-03-30,segunda,Potosi,4862
2021-03-30,segunda,Santa Cruz,27382
2021-03-30,segunda,Tarija,6457
2021-03-31,primera,Beni,10023
2021-03-31,primera,Chuquisaca,13422
2021-03-31,primera,Cochabamba,45948
2021-03-31,primera,La Paz,43781
2021-03-31,primera,Oruro,9067
2021-03-31,primera,Pando,3266
2021-03-31,primera,Potosi,9419
2021-03-31,primera,Santa Cruz,47560
2021-03-31,primera,Tarija,12394
2021-03-31,segunda,Beni,5061
2021-03-31,segunda,Chuquisaca,9497
2021-03-31,segunda,Cochabamba,19200
2021-03-31,segunda,La Paz,25536
2021-03-31,segunda,Oruro,6584
2021-03-31,segunda,Pando,1568
2021-03-31,segunda,Potosi,5106
2021-03-31,segunda,Santa Cruz,29760
2021-03-31,segunda,Tarija,6993
2021-04-01,primera,Beni,11148
2021-04-01,primera,Chuquisaca,13612
2021-04-01,primera,Cochabamba,48106
2021-04-01,primera,La Paz,45103
2021-04-01,primera,Oruro,9224
2021-04-01,primera,Pando,4007
2021-04-01,primera,Potosi,9855
2021-04-01,primera,Santa Cruz,49555
2021-04-01,primera,Tarija,12493
2021-04-01,segunda,Beni,5220
2021-04-01,segunda,Chuquisaca,9859
2021-04-01,segunda,Cochabamba,20269
2021-04-01,segunda,La Paz,27106
2021-04-01,segunda,Oruro,6746
2021-04-01,segunda,Pando,1640
2021-04-01,segunda,Potosi,5304
2021-04-01,segunda,Santa Cruz,31046
2021-04-01,segunda,Tarija,7522
2021-04-02,primera,Beni,11215
2021-04-02,primera,Chuquisaca,13615
2021-04-02,primera,Cochabamba,48220
2021-04-02,primera,La Paz,45294
2021-04-02,primera,Oruro,9228
2021-04-02,primera,Pando,4194
2021-04-02,primera,Potosi,9897
2021-04-02,primera,Santa Cruz,49938
2021-04-02,primera,Tarija,12496
2021-04-02,segunda,Beni,5230
2021-04-02,segunda,Chuquisaca,10264
2021-04-02,segunda,Cochabamba,20767
2021-04-02,segunda,La Paz,27249
2021-04-02,segunda,Oruro,6753
2021-04-02,segunda,Pando,1698
2021-04-02,segunda,Potosi,5329
2021-04-02,segunda,Santa Cruz,31129
2021-04-02,segunda,Tarija,7549
2021-04-03,primera,Beni,11595
2021-04-03,primera,Chuquisaca,13615
2021-04-03,primera,Cochabamba,48295
2021-04-03,primera,La Paz,45347
2021-04-03,primera,Oruro,9263
2021-04-03,primera,Pando,4419
